Species,Common_Name,GP,BM,AFM,MR,RDM,TSP,PC,FWA,FAM,MAM,NB,SDT,GL,SPI,NAC,GIM,GFE,MMC,BG,MGS,DHE,DCA,DPMI,DIN,DFR,DGR,DCE,DMOC,IUCN,SOG,Modifiers,FSSB,MSSB,SSB,Column Name Key,Mating Group Structures Key
Pagophilus_groenlandicus,Harp Seal,8.1,4,127.0000,0.03149606299,N,Y,1.0,0.4,66.0,90.0,N,N,N,N,N,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,LC,Y,"DI, MA, AS, OG",0,0,0,,
Phoca_vitulina,Harbor Seal,8.5,10.5,100.0000,0.105,N,Y,1.0,0.8,54.0,72.0,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,LC,,"DI, AS",1,1,1,,
Phocarctos_hookeri,New Zealand Sealion,8.5,7.0000,127.5000,0.05490196078,Y,Y,1.0,11.0,42.0,,N,N,N,N,N,Y,N,Y,N,MMG,N,Y,Y,N,N,N,N,N,EN,Y,"DI, MA, AS, OG",1,1,1,,
Phocoena_phocoena,Harbor Porpoise,10.5,7.5,60.0000,0.125,N,Y,1.0,10.4,39.2,44.7,N,N,Y,N,Y,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,LC,,SS,1,1,1,,
Phocoenoides_dalli,Dall's Porpoise,11.3,11.3,105.0000,0.1076190476,Y,Y,1.0,10.1,49.2,57.0,N,N,Y,N,Y,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,LC,,SS,0,0,0,,
Phodopus_sungorus,Striped Desert Hamster,0.6,0.00204,0.0235,0.08680851064,N,N,5.7,0.7,1.4,1.4,N,Y,N,Y,N,N,N,N,N,MOP,Y,N,N,Y,N,Y,N,N,LC,N,,0,0,0,,
Phyllostomus_hastatus,Greater Spear-nosed Bat,4.1,0.01594,0.0950,0.1677894737,N,Y,1.0,2.4,16.0,,N,N,Y,N,N,Y,N,N,N,HAR,Y,N,N,Y,Y,Y,N,Y,LC,,MC,0,0,0,,
Physeter_macrocephalus,Sperm Whale,15.3,1000,15000.0000,0.06666666667,Y,Y,1.0,24.0,108.0,210.0,N,N,Y,N,Y,Y,Y,N,Y,SSG,N,N,Y,N,N,N,N,N,VU,,SS,0,1,1,,
Pipistrellus_kuhlii,Kuhl's Pipistrelle,1.5,0.001575,0.0075,0.21,N,N,1.7,2.0,4.0,,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,LC,,"MC, DI",0,0,0,,
Pipistrellus_nathusii,Nathusius's Pipistrelle,,0.00231,0.0110,0.21,N,N,1.7,,3.5,3.5,N,Y,N,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,LC,Y,"MA, OG, MC, DI",0,0,0,,
Pipistrellus_pipistrellus,Common Pipistrelle,1.5,0.00128,0.0065,0.1969230769,N,N,1.4,1.2,13.0,24.0,N,Y,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,LC,,"AS, SS, MC, DI",0,1,1,,
Pipistrellus_pygmaeus,Soprano Pipistrelle,1.4,0.0011,0.0060,0.1875,N,N,1.7,1.4,5.5,15.2,N,N,N,N,N,N,N,N,N,SO,N,N,N,Y,N,N,N,N,LC,N,"MC, DI",0,0,0,,
Plecotus_auritus,Brown Long-eared Bat,2.2,0.00209,0.0080,0.26125,N,N,1.2,1.4,11.7,12.2,N,N,Y,N,N,Y,Y,N,N,FEG,N,N,N,Y,N,N,N,N,LC,,"SMG, MC",0,1,1,,
Pongo_abelii,Sumatran Orangutan,8.5,1.6719,37.5000,0.0445848,Y,Y,1.1,84.0,126.0,144.0,Y,N,N,N,N,N,N,N,N,SO,Y,N,N,Y,Y,Y,N,Y,CR,Y,OG,1,1,1,,
Pongo_pygmaeus,Bornean Orangutan,8.5,1.6442,37.5000,0.04384533333,Y,Y,1.1,84.0,126.0,144.0,Y,N,N,N,N,N,N,N,N,SO,Y,N,N,Y,Y,Y,N,Y,CR,Y,OG,1,1,1,,
Potamochoerus_porcus,Red River Hog,4.1,0.75,60.0000,0.0125,Y,N,3.0,3.0,21.0,21.0,N,Y,Y,N,N,Y,N,N,N,HAR,Y,N,N,N,Y,Y,Y,Y,LC,,,0,0,0,,
Prionailurus_bengalensis,Leopard Cat,2.2,0.102,4.1000,0.02487804878,N,N,2.5,,10.0,10.0,Y,Y,N,N,N,N,N,N,N,SO,N,Y,N,Y,N,N,N,N,LC,N,,0,0,0,,
Procavia_capensis,Rock Hyrax,7.6,0.195,3.6000,0.05416666667,N,N,2.5,3.0,16.7,16.7,N,Y,Y,Y,Y,Y,N,N,N,HAR,Y,N,N,N,Y,Y,N,N,LC,,SS,0,0,0,,
Piliocolobus_badius,Western Red Colobus,6.6,,7.5000,,N,Y,1.0,25.0,49.4,49.1,Y,,Y,N,N,Y,N,Y,N,MMG,Y,N,N,N,Y,Y,N,N,EN,,,0,0,1,,
Procyon_lotor,Raccoon,2.1,0.08246,5.5500,0.01485765766,N,N,3.1,3.8,12.2,12.2,Y,Y,N,N,N,N,N,N,N,SO,N,N,Y,Y,Y,Y,Y,Y,LC,Y,OG,1,1,1,,
Propithecus_diadema,Diademed Sifaka,6.0,0.13499,6.2500,0.0215984,N,Y,1.0,8.7,54.0,56.1,N,Y,Y,N,N,Y,N,Y,N,MMG,Y,N,N,N,Y,Y,N,N,CR,,,0,0,0,,
Propithecus_verreauxi,Verreaux's Sifaka,5.5,0.10265,2.9000,0.03539655172,N,Y,1.0,5.9,31.5,30.4,N,Y,Y,Y,Y,Y,N,Y,N,MMG,Y,N,N,N,Y,Y,N,N,CR,,,1,1,1,,
Psammomys_obesus,Fat Sand Rat,0.8,0.0062,0.1450,0.04275862069,N,N,4.8,0.5,4.5,4.5,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,Y,Y,N,N,LC,N,,0,0,0,,
Pseudocheirus_peregrinus,Common Ringtail Possum,0.7,0.00029,0.9500,0.0003052631579,N,N,1.9,6.0,13.0,12.5,Y,Y,N,Y,N,N,N,N,N,MOP,Y,N,N,N,Y,N,N,N,LC,N,MC,0,0,0,,
Pseudorca_crassidens,False Killer Whale,15.4,80,1050.0000,0.07619047619,Y,Y,1.0,18.3,104.0,112.0,Y,N,Y,N,Y,Y,N,Y,N,MMG,N,Y,Y,N,N,N,N,N,NT,,,0,0,0,,
Pteronura_brasiliensis,Giant Otter,2.3,0.20425,24.0000,0.008510416667,N,N,2.1,9.0,24.3,24.3,N,Y,Y,Y,Y,Y,N,N,N,HAR,N,N,Y,N,N,N,N,Y,EN,,"DI, SS",0,0,0,,
Pteropus_poliocephalus,Gray-headed Flying Fox,6.3,0.07,0.8000,0.0875,N,Y,1.0,3.5,17.9,18.0,N,Y,Y,N,N,Y,N,Y,N,MMG,Y,N,N,N,Y,Y,N,N,VU,,SH,1,1,1,,
Puma_concolor,Cougar,3.1,0.6,41.0000,0.01463414634,N,N,2.8,1.6,20.0,24.0,Y,Y,N,N,N,N,N,N,N,SO,N,Y,N,N,N,N,N,N,LC,N,,1,0,1,,
Rangifer_tarandus,Reindeer,7.6,6.5,82.5000,0.07878787879,Y,N,1.5,4.3,23.2,22.7,N,N,Y,N,N,Y,Y,N,Y,SSG,Y,N,N,N,N,N,N,Y,VU,,,1,1,1,,
Raphicerus_campestris,Steenbok,5.7,0.92,11.4500,0.08034934498,Y,Y,1.0,3.0,6.5,8.1,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,Y,Y,N,N,LC,N,AS,0,0,0,,
Rattus_exulans,Pacific Rat,0.8,0.00243,0.0410,0.05926829268,N,N,3.7,0.6,3.0,,Y,,,,,,,,,#N/A,Y,N,N,Y,Y,Y,Y,Y,LC,#N/A,,0,0,0,,
Rattus_fuscipes,Australian Bush Rat,0.8,0.00424,0.1250,0.03392,N,N,4.6,0.7,4.0,4.0,Y,Y,N,Y,N,N,N,N,N,MOP,Y,N,N,Y,Y,Y,N,N,LC,N,DI,0,0,0,,
Rattus_norvegicus,Brown Rat,0.7,0.0058,0.3700,0.01567567568,N,N,5.0,1.0,2.8,3.1,Y,N,Y,N,N,Y,N,Y,N,MMG,Y,N,N,Y,Y,Y,Y,Y,LC,,SS,1,1,1,,
Rattus_rattus,Roof Rat,0.7,0.00453,0.1920,0.02359375,N,N,5.9,1.0,3.4,3.7,Y,N,Y,N,N,Y,N,Y,N,MMG,Y,N,N,Y,Y,Y,Y,Y,LC,,SS,0,0,0,,
Rhabdomys_pumilio,Xeric Four-striped Grass Rat,0.8,0.0025,0.0390,0.0641025641,N,N,5.6,0.5,1.5,2.5,N,Y,N,N,N,N,N,N,N,SO,Y,N,N,Y,N,N,N,N,LC,N,,0,0,0,,
Rhinolophus_ferrumequinum,Greater Horseshoe Bat,2.1,0.00564,0.0285,0.1978947368,N,Y,1.0,1.7,36.0,36.0,N,Y,Y,N,N,Y,N,Y,Y,MBG,N,N,N,Y,N,N,N,N,LC,,"SH, AS, DI, MC",0,1,1,,
Rhinopithecus_roxellana,Golden Snub-nosed Monkey,6.6,,8.0000,,Y,Y,1.0,,60.0,60.0,N,N,Y,Y,Y,Y,N,N,Y,HBG,Y,N,N,N,Y,Y,N,Y,EN,,,1,1,1,,
Rousettus_aegyptiacus,Egyptian Rousette,3.5,0.021,0.1340,0.1567164179,N,Y,1.1,2.4,12.2,12.2,Y,N,Y,N,N,Y,N,Y,Y,MBG,Y,N,N,Y,Y,N,N,N,LC,,MC,0,0,0,,
Rupicapra_pyrenaica,Pyrenean Chamois,5.6,2.4000,26.0000,0.09230769231,N,Y,1.0,2.5,22.5,22.3,N,N,Y,N,N,Y,N,N,Y,HBG,Y,N,N,N,N,N,N,N,LC,,,0,1,1,,
Rupicapra_rupicapra,Alpine Chamois,5.6,2.25,33.0000,0.06818181818,N,Y,1.0,2.5,22.5,22.3,N,N,Y,N,N,Y,N,N,N,HAR,Y,N,N,N,N,N,N,N,LC,,,0,0,0,,
Saguinus_mystax,Moustached Tamarin,5.1,0.04665,0.5050,0.09237623762,N,N,1.9,5.7,17.4,18.0,Y,Y,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,Y,Y,N,Y,LC,,,1,1,1,,
Saguinus_oedipus,Cottontop Tamarin,6.1,0.041,0.4041,0.1014600346,N,N,1.9,1.7,18.6,16.9,Y,Y,Y,N,N,Y,N,Y,N,MMG,Y,N,N,Y,Y,Y,N,Y,CR,,SH,1,1,1,,
Saiga_tatarica,Steppe Saiga,4.7,3.4,31.1500,0.1091492777,Y,N,1.5,4.0,7.0,19.0,N,Y,Y,N,N,Y,N,Y,N,MMG,Y,N,N,N,N,N,N,N,NT,,,0,0,0,,
Saimiri_sciureus,Common Squirrel Monkey,5.2,0.1075,0.8750,0.1228571429,N,Y,1.0,5.9,30.0,54.0,N,N,Y,N,Y,Y,N,Y,N,MMG,N,N,N,Y,Y,Y,N,Y,LC,,,1,1,1,,
Sarcophilus_harrisii,Tasmanian Devil,0.7,0.000005,7.0000,0.0000007142857143,Y,N,2.9,8.0,24.4,24.3,N,N,N,N,N,N,N,N,N,SO,N,Y,N,N,N,N,Y,N,EN,N,,0,0,1,,
Sciurus_carolinensis,Eastern Gray Squirrel,1.5,0.01517,0.5050,0.03003960396,N,N,3.0,2.3,11.3,13.4,N,Y,Y,N,Y,Y,Y,N,Y,SSG,Y,N,N,Y,Y,Y,Y,Y,LC,,"SMG, SS",1,1,1,,
Sciurus_niger,Eastern Fox Squirrel,1.5,0.0150,0.9500,0.01583157895,N,N,3.0,2.8,11.9,11.8,N,Y,Y,N,N,Y,N,Y,Y,MBG,Y,N,N,Y,Y,Y,N,Y,LC,,"SMG, AS, SS",0,0,0,,
Sciurus_vulgaris,Eurasian Red Squirrel,1.3,0.00883,0.3575,0.0246993007,N,N,4.5,2.3,10.0,10.1,N,Y,Y,N,N,Y,N,Y,N,MMG,Y,N,N,Y,Y,Y,Y,Y,LC,,"SMG, AS, SS",0,0,0,,
Semnopithecus_entellus,Northern Plains Gray Langur,6.6,0.49983,12.8000,0.03904921875,N,Y,1.0,12.5,48.0,48.0,Y,N,Y,Y,Y,Y,N,Y,Y,MBG,Y,N,N,Y,Y,Y,N,N,LC,,"SS, SH",1,1,1,,
Setonix_brachyurus,Quokka,0.9,0.00036,2.5000,0.000144,N,Y,1.0,8.3,9.0,13.0,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,N,N,N,N,VU,Y,"OG, SMG",0,0,1,,
Sigmodon_hispidus,Hispid Cotton Rat,0.9,0.0066,0.1500,0.044,N,N,6.0,0.4,1.3,2.5,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,Y,N,Y,N,N,LC,N,,0,0,0,,
Sorex_araneus,Common Shrew,0.8,0.00042,0.0098,0.04307692308,N,N,6.6,0.7,10.9,11.2,N,Y,N,N,N,N,N,N,N,SO,N,N,N,Y,N,Y,N,Y,LC,N,,0,0,0,,
Sorex_minutus,Eurasian Pygmy Shrew,0.8,0.00022,0.0048,0.04583333333,N,N,6.0,0.8,10.9,11.0,N,N,N,N,N,N,N,N,N,SO,N,N,N,Y,N,Y,N,N,LC,N,,0,0,0,,
Sotalia_fluviatilis,Tucuxi,10.2,,52.0000,,N,Y,1.0,,73.1,73.1,N,N,Y,N,Y,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,EN,,,0,0,0,,
Sousa_chinensis,Indo-Pacific Humpbacked Dolphin,11.0,,265.0000,,N,Y,1.0,24.0,115.7,152.2,Y,N,Y,N,Y,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,VU,,SS,0,0,0,,
Nannospalax_ehrenbergi,Middle East Blind Mole Rat,1.0,0.0050,0.1500,0.0333,N,N,3.2,1.7,12.0,,N,Y,N,N,N,N,N,N,N,SO,Y,N,N,Y,N,Y,N,N,LC,N,,0,0,0,,
Otospermophilus_beecheyi,California Ground Squirrel,0.9,0.00929,0.5085,0.01826941986,N,N,6.7,1.8,12.0,12.2,N,N,N,N,N,N,N,N,N,SO,Y,N,N,Y,N,Y,Y,Y,LC,Y,OG,0,0,0,,
Urocitellus_beldingi,Belding's Ground Squirrel,0.9,0.00686,0.2652,0.02586726998,N,N,5.7,0.8,12.9,14.0,N,Y,Y,N,Y,Y,Y,N,N,FEG,Y,N,N,Y,N,Y,Y,Y,LC,,,0,0,0,,
Urocitellus_columbianus,Columbian Ground Squirrel,0.8,0.0091,0.4414,0.02061622111,N,N,3.5,1.1,19.4,20.9,N,Y,Y,N,,Y,,,N,#N/A,Y,N,N,Y,N,Y,Y,Y,LC,,,0,0,0,,
Urocitellus_richardsonii,Richardson's Ground Squirrel,0.8,0.0068,0.3550,0.01915492958,N,N,7.4,1.3,11.4,11.4,N,Y,N,N,N,N,N,N,N,SO,Y,N,N,Y,N,Y,Y,N,LC,N,SMG,0,0,0,,
Stenella_attenuata,Pantropical Spotted Dolphin,11.5,10,113.0000,0.08849557522,N,Y,1.0,18.0,120.0,162.0,Y,N,Y,N,Y,Y,N,Y,Y,MBG,N,N,Y,N,N,N,N,N,LC,,,0,0,0,,
Stenella_coeruleoalba,Striped Dolphin,12.6,12.5,144.0000,0.08680555556,N,N,1.8,15.2,108.0,132.0,Y,N,Y,N,Y,Y,N,Y,Y,MBG,N,N,Y,N,N,N,N,N,LC,,,1,1,1,,
Stenella_frontalis,Atlantic Spotted Dolphin,11.7,,126.0000,,N,Y,1.0,30.0,138.0,160.0,Y,N,Y,N,Y,Y,N,Y,Y,MBG,N,N,Y,N,N,N,N,N,LC,,,0,0,0,,
Stenella_longirostris,Spinner Dolphin,10.3,7.5000,60.0000,0.125,Y,Y,1.0,15.5,66.0,102.0,N,N,Y,N,Y,Y,N,Y,Y,MBG,N,N,Y,N,N,N,N,N,LC,,,1,1,1,,
Suricata_suricatta,Meerkat,2.3,0.0305,0.7950,0.03836477987,N,N,4.1,1.9,12.2,12.2,Y,Y,Y,Y,Y,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,Y,LC,,,0,0,0,,
Sus_scrofa,Wild Boar,4.0,0.875,110.0000,0.007954545455,Y,N,6.5,3.3,18.0,18.0,Y,N,Y,N,N,Y,Y,N,N,FEG,Y,N,N,Y,Y,Y,Y,Y,LC,,,0,0,0,,
Sylvicapra_grimmia,Bush Duiker,6.8,1.7,18.3000,0.09289617486,Y,Y,1.0,3.0,9.8,16.0,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,Y,Y,N,Y,LC,N,,0,0,0,,
Sylvilagus_floridanus,Eastern Cottontail,0.9,0.03415,1.1500,0.02969565217,N,N,3.5,0.8,4.1,3.5,Y,N,N,N,N,N,N,N,N,SO,Y,N,N,N,N,N,N,N,LC,N,,0,1,1,,
Symphalangus_syndactylus,Siamang,7.0,0.54,10.3000,0.05242718447,N,Y,1.0,12.0,102.0,102.0,Y,Y,N,Y,N,N,N,N,N,MOP,Y,N,N,Y,Y,N,N,N,EN,N,SMG,0,1,1,,
Syncerus_caffer,Cape Buffalo,11.5,45,485.0000,0.09278350515,N,Y,1.1,10.0,43.0,55.8,Y,N,Y,N,Y,Y,N,Y,Y,MBG,Y,N,N,N,N,N,N,N,NT,,SS,1,1,1,,
Tachyglossus_aculeatus,Short-beaked Echidna,0.6,0.00037,4.0000,0.0000925,N,Y,1.0,5.9,18.4,18.3,N,N,N,N,N,N,N,N,N,SO,N,N,N,Y,N,N,N,N,LC,N,,0,0,0,,
Tadarida_brasiliensis,Brazilian Free-tailed Bat,2.8,0.00319,0.0125,0.2552,N,Y,1.5,1.8,11.2,18.2,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,LC,,"AS, MC",0,0,0,,
Talpa_europaea,European Mole,0.9,0.00324,0.0890,0.03640449438,N,N,3.9,1.0,10.9,10.9,N,Y,N,N,N,N,N,N,N,SO,N,N,N,Y,N,N,N,N,LC,N,,0,0,0,,
Tamias_striatus,Eastern Chipmunk,1.0,0.0034,0.0970,0.03505154639,N,N,4.2,1.2,3.0,7.5,N,Y,N,N,N,N,N,N,N,SO,N,Y,N,Y,Y,Y,N,N,LC,N,,0,0,0,,
Tamiasciurus_hudsonicus,Red Squirrel,1.1,0.00689,0.2130,0.03234741784,N,N,3.9,3.3,11.4,11.9,N,Y,N,N,N,N,N,N,N,SO,Y,N,N,Y,Y,Y,Y,Y,LC,N,SMG,1,1,1,,
Tapirus_terrestris,South American Tapir,13.4,4.5,250.0000,0.018,N,Y,1.0,4.0,19.0,19.0,Y,N,N,N,N,N,N,N,N,SO,Y,N,N,N,Y,N,N,N,VU,N,,0,0,0,,
Taxidea_taxus,American Badger,1.4,0.09349,6.8000,0.01374852941,N,Y,2.8,1.4,4.0,14.7,N,N,N,N,N,N,N,N,N,SO,N,Y,N,Y,N,N,Y,N,LC,N,DI,0,0,0,,
Tayassu_pecari,White-lipped Peccary,5.3,1.25,32.5000,0.03846153846,N,N,2.0,6.0,20.3,18.3,Y,N,Y,N,Y,Y,N,Y,N,MMG,Y,N,Y,Y,Y,Y,Y,Y,VU,,,1,1,1,,
Theropithecus_gelada,Gelada,6.1,0.46492,14.0000,0.03320857143,Y,Y,1.0,15.7,46.7,73.0,Y,N,Y,N,N,Y,N,N,Y,HBG,Y,N,N,Y,Y,Y,N,Y,LC,,,1,1,1,,
Trachypithecus_obscurus,Dusky Leaf-monkey,5.0,0.33918,6.8000,0.04987941176,N,Y,1.0,12.1,48.7,,Y,,Y,Y,Y,Y,N,Y,Y,MBG,Y,N,N,N,Y,Y,N,Y,EN,,"SS, SH",0,0,0,,
Tragelaphus_scriptus,Western Bushbuck,6.1,3.4,42.0000,0.08095238095,Y,Y,1.0,5.0,16.5,15.0,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,Y,N,N,N,LC,N,,0,0,0,,
Tragelaphus_strepsiceros,Greater Kudu,9.0,15.36657,165.0000,0.09313072727,Y,Y,1.0,6.1,18.7,22.0,N,N,Y,N,Y,Y,Y,N,Y,SSG,Y,N,N,N,Y,Y,N,N,LC,,,0,0,0,,
Trichechus_manatus,West Indian Manatee,13.0,29.63699,,,N,Y,1.2,15.2,50.0,30.4,Y,N,Y,N,N,Y,N,Y,Y,MBG,Y,N,N,N,N,N,N,N,VU,,,0,1,1,,
Trichosurus_vulpecula,Common Brush-tailed Possum,0.6,0.0002,2.8500,0.0000701754386,N,Y,1.0,6.4,12.3,,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,Y,N,N,N,LC,N,,0,1,1,,
Tursiops_aduncus,Indo-Pacific Bottlenose Dolphin,12.2,,210.0000,,N,Y,1.0,,162.0,150.0,Y,N,Y,N,Y,Y,N,Y,Y,MBG,N,N,Y,N,N,N,N,N,NT,,SS,1,1,1,,
Tursiops_truncatus,Bottlenose Dolphin,12.2,30,385.0000,0.07792207792,N,Y,1.0,19.0,110.0,136.0,Y,N,Y,N,Y,Y,N,Y,Y,MBG,N,N,Y,N,N,N,N,N,LC,,SS,1,1,1,,
Urocyon_cinereoargenteus,Northern Gray Fox,2.0,0.10368,3.0000,0.03456,N,N,3.7,2.0,10.0,10.0,N,Y,N,Y,N,N,N,N,N,MOP,N,Y,N,Y,Y,Y,Y,N,LC,N,,0,0,0,,
Ursus_americanus,American Black Bear,2.5,0.325,95.0000,0.003421052632,N,N,2.4,7.5,42.6,42.6,N,N,N,N,N,N,N,N,N,SO,Y,Y,Y,Y,Y,Y,Y,N,LC,N,DI,1,1,1,,
Ursus_arctos,Brown Bear,1.8,0.49999,165.0000,0.003030242424,Y,N,2.2,6.6,44.0,43.8,N,N,N,N,N,N,N,N,N,SO,Y,Y,Y,Y,Y,Y,Y,N,LC,N,DI,1,1,1,,
Ursus_maritimus,Polar Bear,3.0,0.67048,200.0000,0.0033524,Y,N,1.7,22.0,57.8,57.8,N,N,N,N,N,N,N,N,N,SO,N,Y,N,N,N,N,Y,N,VU,N,DI,0,0,1,,
Ursus_thibetanus,Asian Black Bear,2.0,0.3575,87.5000,0.004085714286,N,N,1.5,3.0,33.8,36.5,N,N,N,N,N,N,N,N,N,SO,Y,N,N,Y,Y,Y,N,Y,VU,N,DI,0,0,0,,
Varecia_variegata,Black-and-white Ruffed Lemur,3.4,0.09369,3.7000,0.02532162162,N,N,2.2,3.4,21.8,36.0,N,Y,Y,,Y,Y,,,,#N/A,Y,N,N,N,Y,Y,N,N,CR,,,1,1,1,,
Vombatus_ursinus,Common Wombat,1.0,0.00049,31.0000,0.00001580645161,N,Y,1.0,15.0,24.8,24.3,Y,N,N,N,N,N,N,N,N,SO,Y,N,N,N,N,N,N,N,LC,N,,0,0,0,,
Vulpes_velox,Swift Fox,1.7,0.03994,1.9500,0.02048205128,N,N,4.3,1.6,12.2,12.2,N,Y,N,Y,Y,N,N,N,N,MOP,N,Y,N,Y,Y,Y,Y,N,LC,Y,OG,0,0,0,,
Wallabia_bicolor,Swamp Wallaby,1.2,0.0006,12.8000,0.000046875,N,Y,1.0,15.0,16.0,16.0,Y,N,N,N,N,N,N,N,N,SO,Y,N,N,N,N,N,N,N,LC,Y,"OG, SMG",0,1,1,,
Zalophus_californianus,California Sealion,11.5,6.34789,110.0000,0.05770809091,Y,Y,1.0,10.6,54.8,60.9,N,N,N,N,N,Y,N,Y,Y,MBG,N,N,Y,N,N,N,N,N,LC,Y,"MA, AS, OG",0,1,1,,
Ziphius_cavirostris,Cuvier's Beaked Whale,12.2,,3000.0000,,Y,Y,1.0,13.0,,,,N,Y,N,Y,Y,Y,N,N,FEG,N,N,Y,N,N,N,N,N,LC,,,0,0,0,,